Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,639.484735848211,639.865909445734,693.873474633887,674.793383069492,652.774321396566,697.995596576519,617.230435515505,336.586994504629,200.852219772323,367.279225077581,586.416339644261,750.604449178826,1009.97727483821,717.380047745673,813.789396580449,1033.24253162418,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78658429559,2972.74292399799,3595.03805682893,4370.5399247769,4114.13489916342,4094.34838574494,4437.14261222684,4247.63004748194,4413.06200528903,4578.63320812155,3952.80253807527,4124.05538986272,4531.0193737689,5287.66369446913,5395.65953185375,5246.29230634793,
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.283,63.301,64.19,64.914,65.463,65.85,66.11,66.304,66.487,66.689,66.935,67.237,67.582,67.953,68.343,68.736,69.11,69.448,69.742,69.991,70.208,70.416,70.635,70.876,71.134,71.388,71.605,71.76,71.843,71.86,71.836,71.803,71.802,71.86,71.992,72.205,72.495,72.838,73.208,73.587,73.955,74.288,74.579,74.828,75.039,75.228,75.423,75.646,75.912,76.221,76.562,76.914,77.252,77.554,77.813,78.025,78.194,78.333,78.458,78.573,,
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,3238.69026097204,3496.5320229667,4218.27159918486,5342.16856044208,6320.80963168572,7169.10100559556,7151.24990940599,7751.84330741357,9127.81227979624,11818.4733427033,12378.7845111338,10372.786050001,9610.02061570912,8025.20764054036,7728.90669456943,7775.61421691636,10361.1477651737,12615.1261769143,14304.6405954742,15165.2812551732,18878.8523130643,19534.2636301538,20549.8055751695,16515.6583953924,16235.0680377239,18458.1739929996,19016.2881877293,18355.6278604321,18895.110661321,19262.3089910407,21854.2468030614,22970.5122133619,25067.2400639132,32272.8458909877,37966.1872524395,40064.2249292197,42674.7589681092,47804.8499340211,48719.6587699036,43504.2156523202,40850.2481432297,43334.8114127088,38686.4612635075,39540.7248137461,41303.9293714464,35770.7767044085,37475.6350587526,38964.904478265,41791.9698372411,40897.3308728669,,
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,304.744134556008,322.840971021131,354.990993522411,398.972875588492,462.644301552063,571.079791870233,1052.50414711325,1129.76416267025,1363.32565753787,1524.6140001343,1619.541378412,2130.88181927739,2792.08723560397,2798.61564245004,2547.47353948494,2322.66693121469,2289.36965926551,2217.23049461166,2097.20663158055,2216.35965416765,2043.26042599289,2096.3014032513,2796.69997677968,1918.34632803723,2033.96393227758,2017.93857493807,2068.7784407055,2196.97888476788,2371.45260141837,2501.05075812259,2381.9948794472,2579.12206410332,2890.22767363068,2768.5021026583,2725.60975193031,2948.6326231101,3430.98290971819,4120.84215652095,4754.76885405143,5418.13476273827,6661.48406818295,5695.8876755181,6512.54155819275,6888.97941571698,7378.23188980297,7373.20167842865,7300.03021943052,6220.71663600231,5969.61659266763,5987.3419570748,6504.14849275027,6489.04321596317,5612.68656952782,
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.5469091138864,47.1416203938599,47.7317823550181,48.3204332728397,48.910019198409,49.4964772338631,50.0729488801137,50.6344124529248,51.1820993388776,51.7220226121029,52.2642109204017,52.8229322847285,53.4068864943415,54.0158551681414,54.6428672382962,55.277987677993,55.9096116384496,56.5280754963287,57.1338979893799,57.7348593437163,58.3450223077229,58.977358072457,59.6359975153288,60.3162773724871,61.0037620968184,61.6768162619059,62.3141196109125,62.9013469734474,63.4296881011717,63.8989799585167,64.3515772919558,64.7363405194683,65.0438527359527,65.4149070699595,65.7856531735505,66.1961000473862,66.5541030004729,66.8971447805236,67.2180914612102,67.5176890021404,67.8005914484374,68.0725186351364,68.3402463203748,68.6105056110119,68.8861877593959,69.164682959313,69.4394593833006,69.7015552895135,69.9421738723304,70.1575600848623,70.3499164210096,70.5287616794948,70.7037977970714,70.8822177024387,71.0642687701762,71.2495709689318,71.4365471749074,71.6226704254941,71.8070751075422,71.9897093670282,,
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,26848.0881760738,30117.9489330308,33823.1816606368,28457.0780342099,33512.6334236559,42764.5405564139,44987.5379901852,40025.8226237317,34843.1596263749,32309.8327132028,29720.8977184634,23467.8793176905,23726.3070493825,22295.1187062952,24028.2624976646,27729.3905933305,26612.253110068,26420.8598834079,25596.7393895625,25848.016250094,27221.9344117425,28975.0799572712,29512.6747918254,26899.601766231,28470.885858149,33291.3662541838,31280.7558649555,31567.5463066439,33499.1027760786,36333.1873330517,39365.4596409245,41907.4214695701,41809.4621626311,44498.9405069137,32024.1977823245,33893.2638727391,39194.672239975,40976.4907464015,42412.6395002704,43751.8056478669,38663.4005026605,38141.8671313451,40644.7911901772,43839.3244866903,42701.4430454782,36284.5552429552,
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.537,52.56,53.573,54.572,55.555,56.523,57.482,58.432,59.375,60.304,61.215,62.099,62.949,63.759,64.525,65.244,65.916,66.545,67.137,67.692,68.213,68.701,69.158,69.585,69.986,70.363,70.717,71.049,71.361,71.657,71.939,72.208,72.466,72.715,72.957,73.194,73.428,73.657,73.883,74.106,74.327,74.544,74.758,74.968,75.174,75.376,75.573,75.767,75.957,76.145,76.332,76.521,76.711,76.903,77.095,77.285,77.47,77.647,77.814,77.972,,
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.055,65.176,65.269,65.348,65.426,65.518,65.64,65.796,65.989,66.219,66.483,66.774,67.078,67.383,67.686,67.985,68.283,68.585,68.891,69.197,69.496,69.777,70.033,70.262,70.466,70.65,70.825,71.001,71.186,71.384,71.594,71.813,72.032,72.246,72.453,72.651,72.843,73.029,73.213,73.396,73.576,73.755,73.932,74.107,74.28,74.451,74.62,74.787,74.952,75.116,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372,76.52,76.667,,
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,1155.89071669257,850.304578624232,1173.23810525517,1279.11377848123,1272.80320401009,1062.54341227446,1141.08043154103,1329.058546189,1322.59063753874,1372.37417356256,1408.86537993108,2097.02283010295,2844.86331235351,2027.33720222659,1948.22468587272,2129.70836077888,2146.36495899265,2520.92071606516,2758.83481652658,2776.32208825139,2927.89735685135,3553.37750879684,2659.70824247007,2926.12648531698,3613.62170927636,3562.87605875248,3985.19246874962,2383.86747065533,4333.48337168025,5735.3599805848,6823.53883710424,6969.11972904571,7483.14033425721,7408.70866363112,7721.35410460355,8213.12512693705,8289.5075682025,7774.73620280001,7708.09911454041,7208.37311355372,2593.404563368,3349.80630031036,4277.72157290954,5109.85224490403,5919.01233837714,7245.44685667197,9020.87332314274,8225.13758261645,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11795.1593866287,10056.637940265,8579.01777315683,
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.85592120941,590.505875579775,369.707232276548,357.202848575393,400.515593762192,456.374933276273,504.059842642233,523.284410700367,609.17165368466,597.432898792278,622.740922945281,694.423455373229,783.241214960091,930.125472654125,1191.92100563238,1643.75688889146,2158.1480742298,3139.28071035448,4010.86138084833,2994.34047090816,3218.37829927419,3525.80719813557,3681.84469060495,3838.17387997786,3986.23162376713,3607.28929855361,3591.82805221639,3914.52785436696,4220.54032079145,4604.64632355695,4266.01807420946,
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.972,66.403,66.838,67.277,67.716,68.153,68.588,69.016,69.427,69.809,70.144,70.412,70.605,70.723,70.775,70.783,70.783,70.798,70.838,70.897,70.937,70.91,70.776,70.519,70.15,69.698,69.205,68.732,68.332,68.038,67.879,67.87,67.99,68.218,68.538,68.938,69.404,69.912,70.434,70.944,71.409,71.8,72.112,72.348,72.513,72.626,72.716,72.815,72.946,73.118,73.331,73.572,73.82,74.056,74.273,74.467,74.64,74.797,74.945,75.087,,
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666.65538195914,8807.46281200101,8528.24877689163,8395.31877025371,8340.52343974691,8874.87792759607,9740.82449121586,11910.013233348,10216.8176306968,10223.2983588916,11496.5240977923,11450.7241954879,11525.1563872309,12059.6351646776,12038.2496994923,11003.8297642807,11521.6097798453,11715.3601388487,12844.9009909959,
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.968,62.523,63.049,63.54,63.992,64.401,64.762,65.081,65.363,65.616,65.847,66.066,66.28,66.498,66.727,66.975,67.244,67.533,67.837,68.154,68.482,68.818,69.156,69.491,69.82,70.137,70.44,70.728,71.004,71.267,71.52,71.765,72.006,72.247,72.489,72.732,72.977,73.222,73.465,73.705,73.94,74.171,74.395,74.613,74.821,75.019,75.204,75.376,75.535,75.683,75.823,75.956,76.087,76.218,76.349,76.483,76.617,76.752,76.885,77.016,,
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,1246.69015964261,1416.54053131116,1760.83132448003,2124.61852648141,2392.68695794469,2660.55809143556,2948.31727549755,3372.60207005529,3899.39183968301,4703.17940118439,5463.59538268844,6454.83545091774,7076.53633490604,7347.64636864328,7602.34533414465,7745.72179961652,8136.18854727449,8771.14372746878,8406.35894515205,9030.5749776224,9491.66076559497,9940.85222769034,10260.5994054155,10872.2929515751,10367.3196068161,10401.0508759034,10797.9510571837,11446.9691417182,12557.5478500769,13995.8044243845,15622.6928710238,16044.1057963132,14160.5620007335,13048.9605816199,12746.6334682021,13272.7349447294,12910.5906255945,13501.5809223367,14285.3297773091,15198.7429664112,15383.5763979856,16679.5916624545,17376.6496765004,13992.7444804497,
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1810.61923013403,1877.6166377325,1854.65683385421,1967.11653731032,2131.37794817925,2281.09879668523,2343.99529013149,2580.27109571187,2724.37251931884,2991.60719792911,3305.12639431046,3495.57929420671,3950.17089391811,4771.6719859735,6484.11987233886,7005.90658757798,7489.59416032812,7778.16400801462,8255.74454303408,9297.33341717362,10211.8371887909,11854.5884953898,12788.5492901209,11538.3984187095,12454.5517172396,11459.179567837,11384.9382387646,11645.4525939389,14279.1594387946,17828.0482329023,18243.4714183672,18855.7619964202,18604.1882699613,17667.1870997502,18079.3801793746,20358.3333563413,21904.2941177592,23509.4234684514,21345.9709868552,20558.9604021981,21697.7084797731,19527.3235767954,20117.7888912664,23492.4051742272,30513.9417409748,34080.9998953245,36117.487983674,41001.1429790999,49654.9105957389,42783.3225651148,52087.9722888891,62574.1457032412,68027.8417067378,68156.6279162085,62511.6905895284,56707.0220772116,49881.7637140466,53934.2501750463,57180.7794001614,54875.2859563351,51692.8427477695,
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.8170731707317,70.9731707317073,70.9424390243903,70.9117073170732,70.8809756097561,70.850243902439,70.819512195122,70.8692682926829,70.9190243902439,70.9687804878049,71.0185365853659,71.0682926829268,71.4575609756098,71.8468292682927,72.2360975609756,72.6253658536586,73.0146341463415,73.3443902439024,73.6741463414634,74.0039024390244,74.3336585365854,74.6634146341463,74.9048780487805,75.1463414634146,75.3878048780488,75.6292682926829,75.8707317073171,76.1517073170732,76.4326829268293,76.7136585365854,76.9946341463415,77.2756097560976,77.3780487804878,77.8780487804878,77.8780487804878,77.8292682926829,78.0780487804878,78.4804878048781,78.6317073170732,78.9317073170732,79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,,
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5856097560976,69.5773170731707,69.309512195122,69.4436585365854,69.9219512195122,69.7221951219512,70.0458536585366,69.9178048780488,70.0575609756098,69.8331707317073,69.9146341463415,70.1146341463415,70.4634146341463,71.0146341463415,71.0121951219512,71.1146341463415,71.5658536585366,71.9146341463415,72.0121951219512,72.3121951219512,72.4634146341463,72.8121951219512,72.9609756097561,73.0121951219512,73.6121951219512,73.8146341463415,74.3170731707317,74.7682926829268,75.2170731707317,75.2658536585366,75.5682926829269,75.6170731707317,75.8170731707317,76.0682926829268,76.419512195122,76.6682926829268,76.8707317073171,77.319512195122,77.6707317073171,77.8756097560976,78.1268292682927,78.5756097560976,78.6780487804878,78.6317073170732,79.1804878048781,79.3317073170732,79.8804878048781,80.1804878048781,80.4317073170732,80.3317073170732,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,81.7926829268293,,
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.460426850415,1031.8150043291,1087.8342434189,1167.00053244585,1269.41258289256,1374.53213986075,1486.96860600566,1569.66718289967,1677.67352804272,1825.38612552124,2058.76905087549,2380.97845801742,2924.04887899105,3890.72241941969,4630.75719737956,5285.62072414121,5678.38665810018,6810.62768469634,8205.4689771504,9793.76534815017,10869.5464940526,9385.24906398343,9410.34725652989,9537.40742043378,8991.06503963026,9172.09676001833,13083.0726621044,16392.7695234749,17578.6189397397,17468.9461372569,21680.989623313,22410.9117666654,24880.1641180361,24081.5277928004,25646.7006591684,30325.8495818396,29809.0767730821,26705.4785993891,27361.8751106437,27174.2971559775,24564.4582948404,24537.5142629883,26401.7454564357,32222.8972411655,36821.5214680093,38403.1338770715,40635.2818159724,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45276.8314351693,47312.0062332199,51461.4332150082,50114.4011099728,48586.8013213238,
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.034,61.256,61.469,61.679,61.889,62.104,62.322,62.539,62.75,62.953,63.141,63.31,63.457,63.582,63.687,63.776,63.852,63.921,63.992,64.069,64.161,64.28,64.425,64.587,64.759,64.913,65.016,65.053,65.021,64.935,64.827,64.745,64.731,64.81,64.991,65.256,65.573,65.899,66.207,66.491,66.763,67.054,67.391,67.791,68.249,68.747,69.259,69.752,70.201,70.597,70.938,71.234,71.506,71.768,72.022,72.266,72.493,72.693,72.864,73.005,,
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4582135796365,209.478571809788,157.086059054548,314.561226313624,409.163189106479,505.500349333104,561.906807871869,573.916512334089,655.119945170816,703.683843432722,763.080637985358,883.733971498452,1045.00937916805,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4221.40747847848,
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.281,41.592,41.907,42.225,42.54,42.838,43.105,43.332,43.523,43.685,43.841,44.021,44.246,44.528,44.865,45.242,45.63,45.999,46.327,46.608,46.852,47.083,47.324,47.581,47.844,48.08,48.243,48.301,48.244,48.08,47.829,47.522,47.212,46.953,46.786,46.758,46.905,47.226,47.708,48.339,49.091,49.93,50.81,51.69,52.547,53.369,54.163,54.944,55.721,56.488,57.228,57.925,58.568,59.148,59.665,60.123,60.528,60.898,61.247,61.584,,
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.0519098975133,71.1671882088235,73.4353308201368,78.5146207549818,86.1615495133979,51.3818812578693,52.1825516980849,54.8064431207722,54.9007620777181,55.7149339029583,69.7693841827188,71.6267098340753,69.1396147326763,84.4187820522328,94.6853995371613,113.753156119578,118.914933058734,142.05298389329,154.516273299419,193.149963916389,221.231941787803,227.128120029126,231.343693847179,240.781703183952,213.616841365552,242.058503810168,245.915327496274,225.071475788735,209.414860843789,209.894412605431,208.146678899064,209.778011006784,190.488879935296,161.887525025872,156.812380979725,167.098887846036,143.402323772521,158.914669880487,144.493017302487,128.938918689721,136.46397080034,134.363426917623,123.117536141087,113.567251308875,128.336702810905,151.681566343002,167.376462504995,172.495596648941,198.352851736367,212.137057219997,234.235538877634,249.577979366801,252.358870682831,256.975652630896,274.857836231788,305.549652502657,260.56522079627,253.826354063895,238.783467020173,228.213589244227,238.990725856496,
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7019512195122,70.5209756097561,70.219512195122,70.0514634146342,70.7551219512195,70.6253658536586,70.7063414634146,71.0129268292683,70.6931707317073,70.7648780487805,70.9719512195122,71.0604878048781,71.4051219512195,71.6353658536586,71.9858536585366,71.9712195121951,72.119756097561,72.7739024390244,72.6980487804878,73.1936585365854,73.2070731707317,73.6217073170732,73.8880487804878,73.8690243902439,74.4048780487805,74.520243902439,74.7317073170732,75.3658536585366,75.5658536585366,75.6326829268293,76.0519512195122,76.1921951219512,76.3512195121951,76.3453658536585,76.6917073170732,76.8407317073171,77.1873170731707,77.3707317073171,77.4731707317073,77.619512195122,77.7219512195122,77.9731707317073,78.0756097560976,78.1292682926829,78.8780487804878,78.9804878048781,79.380487804878,79.7829268292683,79.6804878048781,80.0341463414634,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,81.7463414634146,,
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.69165910289,1350.19767333123,1438.5232330684,1535.02372901043,1701.84627554319,1835.59476553194,1957.62608042762,2086.63600544654,2222.36151051913,2458.08182003773,2765.89099664794,3082.92798879126,3831.63189999433,4900.96220075866,5733.79813933878,6701.37736052433,7243.04734119583,8426.94695947372,10289.7684173296,11810.6158754725,12864.0025661396,10622.8024830789,9343.86109959618,8846.23429846974,8457.26880316374,8750.81851250536,12170.0406962702,15135.8523116968,16391.093827791,16525.0617432848,20600.3752789827,21041.6606519648,23372.619171015,22283.9360213551,24208.5547931447,28413.8264387368,27489.5551770488,24820.9380503896,25338.4432934904,25244.2750474813,23041.5347290428,22995.1575247288,24887.5613341833,30587.6684093796,35364.3753314368,36795.9768819639,38672.7059429767,44262.8960009954,48106.892915788,44583.5448070814,44141.8781415734,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,41984.1030335609,44089.3100875118,47519.5530968943,46591.4916067396,45159.3482229717,
